Movie Name,CSS,Language,Runtime (min.),IMDb_Rating,Animated,Genre,Fantasy,Drama,Music,Adventure,Thriller,Action,Family,Romance,Mystery,Sports,Comedy,Horror,Crime,SciFi,Lead_Actor,Lead_Actress,Director,Budget,BO Collection (Total),Trailer Views,Trailer Likes (K),Music_Rating,No. of Screens,Verdict
shipoftheseus,0.25,Hindi,143,8,Live Action,"Drama, Mystery, Sci-Fi",0,1,1,0,0,0,0,1,1,0,1,0,0,1,Sohum Shah,Aida El-Kashef,Anand Gandhi,2,4,46789,10,6.2,500,Average
special26,0.25,Hindi,144,8,Live Action,"Crime, Drama, Thriller",0,1,1,0,0,0,0,1,1,0,1,0,1,0,Akshay Kumar,Kajal Agarwal,Neeraj Pandey,42,131,7012889,1750,7.5,1000,Hit
kaksparsh,,Other Regional,145,8,Live Action,Drama,0,1,1,0,1,0,0,0,1,0,1,0,0,0,Sachin Khedekar,Priya Bapat,Mahesh Manjrekar,5,3.4,389000,7,7.1,500,Superhit
her,0.35,English,126,8,Live Action,"Drama, Romance, Sci-Fi",0,1,1,0,0,0,0,1,0,0,1,0,0,1,Joaquin Phoenix,Scarlett Johansson,Spike Jonze,23,47.4,12476144,1729,8.1,1500,Superhit
songofthesea,0.55,English,93,8.1,Animated,"Animation, Adventure, Family",1,1,1,1,0,0,1,1,1,0,1,0,0,0,David Rawle,Brendan Gleeson,Tomm Moore,10,9.9,1935670,171,8,500,Average
theimitationgame,0.55,English,113,8,Live Action,"Biography, Drama, Thriller",0,1,0,0,0,0,0,0,1,0,0,0,0,0,Benedict Cumberbatch,Kiera Knightley,Morten Tyldum,14,233.6,16328722,1566,7.8,1500,Blockbuster
lion,0.3,English,118,8,Live Action,"Biography, Drama",0,1,0,1,0,0,1,0,0,0,0,0,0,0,Dev Patel,Rooney Mara,Garth Davis,12,140.3,16392227,1056,8,1000,Blockbuster
guardiansofthegalaxy,0.181818181818182,English,121,8,Live Action,"Action, Adventure, Comedy",1,0,0,1,0,1,0,0,0,0,1,0,0,0,Chris Pratt,Zoe Saldana,James Gunn,170,773.3,33120963,4080,8.4,3000,Blockbuster
lalaland,0.3,English,128,8,Live Action,"Comedy, Drama, Music",0,1,1,0,0,0,0,0,0,0,1,0,0,0,Ryan Gosling,Emma Stone,Damien Chazelle,30,445.3,29475474,1870,8.5,1500,Blockbuster
mukkabaaz,0.333333333333333,Hindi,145,8,Live Action,"Drama, Sport",0,1,0,0,0,0,0,0,0,1,0,0,0,0,Vineet Kumar Singh,Zoya Hussain,Anurag Kashyap,6,10.1,6489635,600,7,1000,Hit
bladerunner2049,0.2,English,164,8,Live Action,"Action, Drama, Mystery",0,1,0,0,0,1,0,0,1,0,0,0,0,0,Ryan Gosling,Harrison Ford,Denis Villeneuve,150,259.3,23908527,3850,8,3000,Blockbuster
deadpool,0.5,English,108,8,Live Action,"Action, Adventure, Comedy",0,1,0,1,0,1,0,0,0,0,1,0,0,0,Ryan Reynolds,Morena Baccarin,Tim Miller,58,782.6,24146036,3558,8.5,3000,Blockbuster
therevenant,0.35,English,156,8,Live Action,"Action, Adventure, Biography",0,0,0,1,0,1,0,0,0,0,0,0,0,0,Leonardo DiCaprio,Tom Hardy,Alejandro González Iñárritu,135,533,32524012,3711,7.6,3000,Blockbuster
whokilledcaptainalex,0.2,English,68,7.6,Live Action,"Action, Comedy, Crime",0,0,0,0,0,1,0,0,0,0,1,0,1,0,Lydia Draru,Paulo Bwoya,Nabwana I.G.G.,5,78.9,1232566,22,6.5,1000,Disaster
thorragnarok,0.3,English,130,7.9,Animated,"Action, Adventure, Comedy",0,0,0,1,0,1,0,0,0,0,1,0,0,0,Chris Hemsworth,Tom Hiddleston,Taika Waititi,180,854.02,105156279,4088,7.5,3000,Blockbuster
serbuanmaut2berandal,0.214285714285714,Other Regional,150,8,Live Action,"Action, Crime, Thriller",0,0,0,0,1,1,0,0,0,0,0,0,1,0,Iko Uwais,Yayan Ruhian,Gareth Evans,4.5,6.57,20825407,114,8.1,3000,Hit
xmendaysoffuturepast,0.25,English,131,8,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Patrick Stewart,James McAvoy,Bryan Singer,200,747.9,50471115,3996,7.9,3000,Blockbuster
lifeofpi,0.4,English,127,7.9,Live Action,"Adventure, Drama, Fantasy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,Suraj Sharma,Irrfan Khan,Ang Lee,120,609,34057966,2927,7.8,2000,Blockbuster
ugly,0.35,Hindi,127,8.1,Live Action,"Crime, Drama, Mystery",0,1,0,0,0,0,0,0,1,0,0,0,1,0,Ronit Roy,Tejaswini Kolhapure,Anurag Kashyap,4,27.9,1327186,18,7.9,1000,Hit
ankhondekhi,0.45,Hindi,107,8,Live Action,"Drama, Comedy, Slice of Life",0,1,0,0,0,0,1,0,0,0,1,0,0,0,Sanjay Mishra,Rajat Kapoor,Rajat Kapoor,0.24,1.2,812004,137,7.5,200,Average
vishwaroopam,,Other Regional,148,8.4,Live Action,"Action, Thriller, Espionage",0,0,0,0,1,1,0,0,0,0,0,0,0,0,Kamal Haasan,Pooja Kumar,Kamal Haasan,11.4,24,3244903,517,8.2,1000,Blockbuster
theperksofbeingawallflower,0.4,English,103,8,Live Action,"Drama, Romance, Coming-of-Age",0,1,0,0,0,0,0,1,0,0,0,0,0,0,Logan Lerman,Emma Watson,Stephen Chbosky,13,33.39,26832292,746,7.8,500,Hit
dallasbuyersclub,0.3,English,117,8,Live Action,"Biography, Drama, History",0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matthew McConaughey,Jennifer Garner,Jean-Marc Vallée,5,55.77,7933866,48,8,500,Hit
beforemidnight,0.1,English,109,7.9,Live Action,"Drama,Romance",0,1,0,0,0,0,0,1,0,0,0,0,0,0,Ethan Hawke,Julie Delpy,Richard Linklater,3,8.11,1636743,3,8.1,1000,Average
shortterm12,0.45,English,96,8,Live Action,"Drama, Music",0,1,1,0,0,0,0,0,0,0,0,0,0,0,Brie Larson,John Gallagher Jr.,Destin Daniel Cretton,1,2.97,4059758,75,8,500,Hit
baby,0.3,Hindi,159,8,Live Action,"Action, Thriller",0,0,0,0,1,1,0,0,0,0,0,0,0,0,Akshay Kumar,Taapsee Pannu,Neeraj Pandey,25,151,13970122,820,8,2000,Blockbuster
singstreet,0.5,English,106,8,Live Action,"Comedy, Drama, Music",0,1,1,0,0,0,0,0,0,0,1,0,0,0,Ferdia Walsh-Peelo,Lucy Boynton,John Carney,4,14.8,802492,136,7.8,1000,Hit
avatar,0.55,English,162,7.8,Live Action,"Action, Adventure, Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Sam Worthington,Zoe Saldana,James Cameron,237,2797.8,12879427,4416,7.5,4000,Blockbuster
piratesofthecaribbeanatworldsend,,English,169,7.1,Live Action,"Action, Adventure, Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Johnny Depp,Keira Knightley,Gore Verbinski,300,963.4,58475498,4362,7.5,4000,Blockbuster
spectre,0.3,English,148,6.8,Live Action,"Action, Adventure, Thriller",0,0,0,1,1,1,0,0,0,0,0,0,0,0,Daniel Craig,Lea Seydoux,Sam Mendes,245,880.7,51984818,3972,6.5,4000,Blockbuster
thedarkknightrises,0.4,English,165,8.4,Live Action,"Action, Adventure, Crime",0,0,0,1,0,1,0,0,0,0,0,0,1,0,Christian Bale,Anne Hathaway,Christopher Nolan,250,1081.03,55550594,5600,8.7,20000,Blockbuster
johncarter,0.6,English,132,6.6,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Taylor Kitsch,Lynn Collins,Andrew Stanton,263.7,284.14,59542958,3800,6.7,1500,Average
spiderman3,0.2,English,139,6.2,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Tobey Maguire,Kirsten Dunst,Sam Raimi,258,890.87,44666711,4200,7.4,5000,Blockbuster
tangled,,English,100,7.7,Animated,"Animation, Adventure, Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,1,Mandy Moore,Zachary Levi,Nathan Greno,260,592.46,65890491,3600,7.1,1000,Blockbuster
avengersageofultron,0.3,English,141,7.3,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Robert Downey Jr.,Chris Evans,Joss Whedon,250,1405.4,85406755,4276,7.6,10000,Blockbuster
harrypotterandthehalfbloodprince,0,English,153,7.6,Live Action,"Adventure, Family, Fantasy",1,0,0,1,0,0,1,0,0,0,0,0,0,0,Daniel Radcliffe,Emma Watson,David Yates,250,934.48,103247131,4325,7.2,5000,Blockbuster
batmanvsupermandawnofjustice,0.35,English,151,6.4,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Ben Affleck,Henry Cavill,Zack Snyder,250,873.63,98781584,4247,7.5,5000,Blockbuster
supermanreturns,0.45,English,154,6,Live Action,"Action, Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,1,Brandon Routh,Kate Bosworth,Bryan Singer,270,391.08,56732452,4065,7.8,1000,Blockbuster
quantumofsolace,0.4,English,106,6.6,Live Action,"Action, Adventure, Thriller",0,0,0,1,1,1,0,0,0,0,0,0,0,0,Daniel Craig,Olga Kurylenko,Marc Forster,200,586.09,25004927,4238,6.2,5000,Blockbuster
piratesofthecaribbeandeadmanschest,,English,151,7.3,Live Action,"Action, Adventure, Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Johnny Depp,Keira Knightley,Gore Verbinski,225,1066.18,49431889,4252,8,5000,Blockbuster
theloneranger,0.45,English,149,6.4,Live Action,"Action, Adventure, Western",0,0,0,1,0,1,0,0,0,0,0,0,0,0,Johnny Depp,Armie Hammer,Gore Verbinski,225,260.51,42061546,3952,7,3400,Average
manofsteel,0.35,English,143,7,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Henry Cavill,Amy Adams,Zack Snyder,225,668.05,74493329,4207,6.8,4336,Average
thechroniclesofnarniaprincecaspian,0.5,English,150,6.5,Live Action,"Action, Adventure, Family",0,0,0,1,0,1,1,0,0,0,0,0,0,0,Georgie Henley,William Moseley,Andrew Adamson,225,419.66,38980321,3998,6.6,2000,Average
theavengers,0.25,English,143,8,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Robert Downey Jr.,Scarlett Johansson,Joss Whedon,220,1519.56,108096770,4349,7.7,50,Blockbuster
piratesofthecaribbeanonstrangertides,0.45,English,136,6.6,Live Action,"Action, Adventure, Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Johnny Depp,Penelope Cruz,Rob Marshall,250,1045.71,74738505,4155,6.6,2000,Blockbuster
meninblack3,0.55,English,106,6.8,Live Action,"Action, Adventure, Comedy",0,0,0,1,0,1,0,0,0,0,1,0,0,0,Will Smith,Tommy Lee Jones,Barry Sonnenfeld,225,624.03,41715112,4222,6.7,1000,Average
thehobbitthebattleofthefivearmies,0.545454545454545,English,144,7.4,Live Action,"Adventure, Fantasy, Action",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Ian McKellen,Martin Freeman,Peter Jackson,250,956.02,91023599,3868,7.1,2641,Blockbuster
theamazingspiderman,0.3,English,136,6.9,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Andrew Garfield,Emma Stone,Marc Webb,230,757.93,67788973,4315,7.3,1500,Average
robinhood,0.333333333333333,English,140,6.6,Live Action,"Action, Adventure, Drama",0,1,0,1,0,1,0,0,0,0,0,0,0,0,Russell Crowe,Cate Blanchett,Ridley Scott,200,321.67,46526962,3423,6.7,3434,Average
thehobbitthedesolationofsmaug,0.45,English,161,7.8,Live Action,"Adventure, Fantasy, Action",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Ian McKellen,Martin Freeman,Peter Jackson,250,956.02,91023599,6100,7.2,500,Blockbuster
thegoldencompass,0.25,English,113,6.1,Live Action,"Adventure, Family, Fantasy",1,0,0,1,0,0,1,0,0,0,0,0,0,0,Nicole Kidman,Dakota Blue Richards,Chris Weitz,180,372.23,11198823,306,5.9,1000,Blockbuster
kingkong,,English,187,7.2,Live Action,"Action, Adventure, Drama",0,1,0,1,0,1,0,0,0,0,0,0,0,0,Naomi Watts,Jack Black,Peter Jackson,207,550.5,34548177,660,6.9,300,Blockbuster
titanic,0.35,English,195,7.8,Live Action,"Drama, Romance",0,1,0,0,0,0,0,1,0,0,0,0,0,0,Leonardo DiCaprio,Kate Winslet,James Cameron,200,2195.17,99968678,6900,7.9,4000,Blockbuster
captainamericacivilwar,0.6,English,147,7.8,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Chris Evans,Robert Downey Jr.,Anthony Russo,250,1153.3,61849296,5060,7.6,1000,Blockbuster
battleship,0.2,English,131,5.8,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Taylor Kitsch,Liam Neeson,Peter Berg,209,313.21,20066749,4573,5.8,1000,Flop
jurassicworld,0.35,English,124,7,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Chris Pratt,Bryce Dallas Howard,Colin Trevorrow,150,1670.4,44948711,4274,7,3000,Blockbuster
skyfall,0.4,English,143,7.7,Live Action,"Action, Adventure, Thriller",0,0,0,1,1,1,0,0,0,0,0,0,0,0,Daniel Craig,Javier Bardem,Sam Mendes,200,1108.6,18650795,3955,7.7,1000,Blockbuster
spiderman2,0.2,English,127,7.3,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Tobey Maguire,Kirsten Dunst,Sam Raimi,200,783.77,27424003,4379,7.4,1000,Blockbuster
ironman3,0.3,English,130,7.2,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Robert Downey Jr.,Gwyneth Paltrow,Shane Black,200,1214.81,27368721,4053,7.2,900,Blockbuster
aliceinwonderland,,English,108,6.4,Live Action,"Adventure, Family, Fantasy",1,0,0,1,0,0,1,0,0,0,0,0,0,0,Johnny Depp,Mia Wasikowska,Tim Burton,200,1025.47,13561512,2790,6.6,1000,Blockbuster
xmenthelaststand,0.2,English,104,6.7,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Hugh Jackman,Halle Berry,Brett Ratner,210,459.36,15729769,3375,6.6,1000,Blockbuster
monstersuniversity,,English,107,7.3,Animated,"Animation, Adventure, Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,Billy Crystal,John Goodman,Dan Scanlon,200,743.56,62652664,3908,7.5,1000,Blockbuster
transformersrevengeofthefallen,,English,150,6,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Shia LaBeouf,Megan Fox,Michael Bay,200,836.3,17579388,4234,6,3000,Blockbuster
transformersageofextinction,0.3,English,165,5.6,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Mark Wahlberg,Nicola Peltz,Michael Bay,210,1104.04,26658886,4532,5.6,3000,Blockbuster
ozthegreatandpowerful,0.45,English,130,6.3,Live Action,"Adventure, Family, Fantasy",1,0,0,1,0,0,1,0,0,0,0,0,0,0,James Franco,Mila Kunis,Sam Raimi,215,493.31,12950426,4229,6.2,3000,Hit
theamazingspiderman2,0.25,English,142,6.6,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Andrew Garfield,Emma Stone,Marc Webb,255,709,29207492,4324,6.5,2500,Hit
tronlegacy,0.35,English,125,6.8,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Jeff Bridges,Garrett Hedlund,Joseph Kosinski,200,400.06,20059314,3920,6.8,1500,Hit
cars2,,English,106,6.1,Animated,"Animation, Adventure, Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,Owen Wilson,Larry the Cable Guy,John Lasseter,200,559.85,23564933,3990,6,3000,Hit
greenlantern,0.5,English,114,5.5,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Ryan Reynolds,Blake Lively,Martin Campbell,200,219.85,14143783,3912,5.5,1000,Flop
toystory3,,English,103,8.2,Animated,"Animation, Adventure, Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tom Hanks,Tim Allen,Lee Unkrich,200,1067,55212849,4028,8.1,500,Blockbuster
terminatorsalvation,0.45,English,115,6.5,Live Action,"Action, Sci-Fi, Thriller",0,0,0,0,1,1,0,0,0,0,0,0,0,1,Christian Bale,Bryce Dallas Howard,McG,200,371.35,21822789,295,7.5,1000,Blockbuster
furious7,0.4,English,137,7.1,Live Action,"Action, Adventure, Crime, Thriller",0,0,0,1,1,1,0,0,0,0,0,0,1,0,Vin Diesel,,James Wan,190,1515,645073114,3720,8.9,500,Blockbuster
worldwarz,0.3,English,116,7,Live Action,"Action, Adventure, Horror, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,1,0,1,Michael Fassbender,,Marc Forster,190,540,1211580085,3660,7.3,1500,Blockbuster
startrekintodarkness,0.45,English,132,7.7,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Chris Pine,,J.J. Abrams,190,467.37,328258712,3865,7.2,8000,Blockbuster
jackthegiantslayer,0.3,English,114,6.2,Live Action,"Adventure, Fantasy, Family",1,0,0,1,0,0,1,0,0,0,0,0,0,0,Nicholas Hoult,,Bryan Singer,195,197.69,194092603,3523,6.3,8000,Blockbuster
thegreatgatsby,0.1,English,143,7.2,Live Action,"Drama, Romance, Crime",0,1,0,0,0,0,0,1,0,0,0,0,1,0,Leonardo DiCaprio,Carey Mulligan,Baz Luhrmann,105,353.64,31623542,3525,7,3000,Blockbuster
princeofpersiathesandsoftime,0.4,English,116,6.6,Live Action,"Action, Adventure, Fantasy, Video Game",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Jake Gyllenhaal,Gemma Arterton,Mike Newell,200,336.37,32764877,4185,7.5,3000,Blockbuster
pacificrim,0.3,English,131,6.9,Live Action,"Action, Adventure, Sci-Fi, Monsters",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Charlie Hunnam,Rinko Kikuchi,Guillermo del Toro,190,411,41047359,3912,7.9,3000,Blockbuster
transformersdarkofthemoon,0.05,English,154,6.2,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Shia LaBeouf,Rosie Huntington-Whiteley,Michael Bay,195,1123.8,59153427,4642,7.2,3000,Blockbuster
indianajonesandthekingdomofthecrystalskull,0.4,English,122,6.1,Live Action,"Action, Adventure, Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0,Harrison Ford,Cate Blanchett,Steven Spielberg,185,786.64,38164256,3840,7.6,2000,Blockbuster
thegooddinosaur,,English,93,6.7,Animated,"Animation, Adventure, Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,Jeffrey Wright,Frances McDormand,Peter Sohn,200,332.21,135378769,3846,7.8,7000,Blockbuster
brave,,English,93,7.1,Animated,"Animation, Adventure, Comedy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,Kelly Macdonald,Emma Thompson,Mark Andrews,185,540.4,66429338,1209,7.6,6000,Blockbuster
startrekbeyond,0.5,English,122,7.1,Live Action,"Action, Adventure, Sci-Fi",0,0,0,1,0,1,0,0,0,0,0,0,0,1,Chris Pine,Zoe Saldana,Justin Lin,185,343.47,43190020,392,7,8000,Hit
walle,0.333333333333333,English,98,8.4,Animated,"Animation, Adventure, Family",0,0,0,1,0,0,1,0,0,0,0,0,0,0,Ben Burtt,Elissa Knight,Andrew Stanton,180,532.45,32873978,180,8,6000,Blockbuster
